"parcel","PC1","PC2","PC3"
"LH_ContB_Temp_1",2.29225921076984,-0.268102156279334,-0.898427769826163
"LH_DefaultB_Temp_4",-0.616109709024416,0.572245861368281,0.466511462614196
"LH_VisCent_ExStr_6",2.84758925400573,0.0315601209543253,-0.575461652303429
"LH_VisCent_ExStr_5",1.72667979762619,-0.0995934841326024,-0.406448067632493
"LH_VisCent_ExStr_7",1.14439747429751,0.293668067436341,-0.614409299539581
"LH_DefaultC_Rsp_1",-1.56957678230041,1.55597761622802,1.08472538595044
"LH_VisPeri_ExStrInf_4",1.38150431099174,0.06371345181455,-0.218272300663048
"LH_VisPeri_StriCal_1",0.538833703397284,1.3905252121062,-0.148586229247103
"LH_SomMotB_Cent_3",-2.95521739695712,-0.79528434666091,-0.260557381386772
"LH_SalVentAttnA_FrOper_3",0.924303336241927,-1.11186861646873,-1.14125679942041
"LH_ContA_PFCl_5",-0.381008345677131,-0.554471819690867,-1.55363791237398
"LH_DefaultB_PFCl_1",1.77950413190828,-0.245166165711014,-0.505433189808272
"LH_DefaultA_PFCd_2",-4.99863657175097,-1.85679319849423,1.9841219029227
"LH_DorsAttnB_PostC_4",-1.64262532550159,-0.350974634376245,0.0712607638430533
"LH_DorsAttnB_PostC_3",-3.1991088770423,1.19088650025199,-0.990318506730026
"LH_DorsAttnB_PostC_2",-3.55408820242868,-0.149366237121177,-0.316723481569385
"LH_SomMotB_Cent_4",-4.5276903465387,0.262817099625971,-1.82028816655
"LH_DorsAttnB_PostC_7",-1.05690526874495,-0.415040001380137,0.310184121861054
"LH_DorsAttnA_SPL_7",-2.10840032066321,-0.990703005913762,0.379459550834587
"LH_SomMotA_10",-3.04034113361793,1.79572441800165,-0.385556831082682
"LH_DorsAttnB_PostC_5",-0.696776302977295,-0.0153460602035322,-0.543772049332976
"LH_SomMotA_11",2.81852085013944,0.470120971320734,0.265884535682941
"LH_SalVentAttnA_ParMed_4",1.92280496354834,0.755883842678631,0.97635335570955
"LH_SomMotA_9",2.75900814244331,0.974947184627229,0.110418981824242
"LH_SomMotA_15",1.32831553405154,0.324651485525944,0.565596345750332
"LH_DefaultA_PFCd_3",-2.31703654700184,1.43580587349226,-1.0328503952324
"LH_DefaultB_PFCd_7",1.24462072762208,0.482999525875194,1.11093516440686
"LH_SalVentAttnB_PFCmp_4",0.217594190125021,1.38371644804047,1.07144526338262
"LH_DefaultA_PFCm_2",3.92106567681053,-0.499422290219109,-0.275303646035506
"LH_DefaultA_PFCm_3",4.16255231110838,-0.134840279473649,0.263232685372394
"LH_SalVentAttnB_PFCmp_3",3.79603420319602,0.481723117683474,-0.0238571338935903
"LH_DefaultB_PFCv_4",2.19908189849375,-0.239620117333482,-0.499559132097137
"LH_LimbicB_OFC_2",3.79238711176799,-1.06777557498109,0.657126701546136
"LH_ContB_PFClv_1",1.76088185497399,-1.20623814323611,-0.382736562861313
"LH_LimbicB_OFC_3",4.11834648407108,0.116670280151216,0.17467254449445
"LH_DefaultB_PFCv_8",1.82619489005339,-1.3536626064996,-0.712771823616434
"LH_DefaultB_PFCv_7",-0.416139977280976,-1.89106875746002,-0.258479953536778
"LH_SomMotB_Aud_2",0.173858965531641,-0.043033635235415,0.260982057268439
"LH_SomMotB_Aud_3",-2.1162442154053,-1.30878327206347,-1.4540537996874
"LH_SalVentAttnA_Ins_3",1.92925961535079,0.720999717559185,-0.500315477913442
"LH_SalVentAttnA_ParOper_3",-4.81524018029447,-1.50420450471089,1.09527912128548
"LH_SomMotB_Aud_7",3.20099602151315,0.18900023356969,-1.3272978586851
"LH_TempPar_5",-3.45103399588866,-0.281700883660943,1.11993296340547
"LH_DorsAttnA_ParOcc_2",0.0496550030547988,-0.219906802703902,-0.381031240506031
"LH_VisCent_ExStr_8",0.0462305937029861,0.0276877672787631,-0.645495205034722
"LH_DorsAttnA_ParOcc_1",1.61418475032051,-0.766656698038341,0.327499737247614
"LH_TempPar_6",2.00492592677783,-0.125694154365724,0.310254636195621
"LH_ContA_IPS_2",-2.70269890541416,-0.852556438872663,-0.775646495873702
"LH_DefaultC_IPL_1",1.14656378515441,-1.00266863169486,0.854602848840654
"LH_VisCent_ExStr_9",1.1503743968327,-0.874703528185293,-0.686415829049535
"LH_DefaultC_Rsp_4",3.46964603711773,-0.00635009486962063,0.133322816160169
"LH_VisPeri_StriCal_5",1.79799475286492,0.163344499178407,-0.227537952010652
"LH_VisPeri_ExStrSup_2",2.80011389244194,-0.669663924344053,0.72908214886015
"LH_VisPeri_ExStrSup_1",2.2717075536149,0.18785204778926,0.493415741361388
"LH_SalVentAttnA_ParMed_3",3.44812588405932,-0.79525844626997,0.320118377141906
"LH_DefaultA_pCunPCC_3",2.99088657703932,0.429679412393198,-0.408427810803725
"LH_DefaultA_pCunPCC_2",2.73899114107265,-0.244717918744433,0.562225981019104
"LH_LimbicA_TempPole_3",2.67904809089784,-0.694979203175584,0.257936366158743
"LH_DefaultC_PHC_2",-0.464951448706008,-0.846857892608307,0.306468864493804
"LH_DefaultB_Temp_2",-0.267863662746913,-0.0980981633047737,-0.272016203596009
"LH_LimbicA_TempPole_1",3.83662082435275,-0.958703213212514,-0.276571954607198
"LH_LimbicA_TempPole_6",2.674426935483,-0.295449366197304,0.604659981514319
"LH_DorsAttnA_TempOcc_2",2.65197579068662,-0.745274437651966,0.0188318146108265
"LH_DorsAttnA_TempOcc_1",2.76710829110004,0.77358530695175,-0.42640397508778
"LH_LimbicA_TempPole_8",4.25658266404503,0.169684846989201,-0.680778353906394
"LH_VisPeri_ExStrInf_3",2.21461461027622,0.339065837513779,0.435097663997205
"LH_VisCent_ExStr_2",3.15347223401006,0.447606684836637,-0.173170373973094
"LH_DefaultC_PHC_3",3.69126246477076,-0.237373127115422,-0.392555032210829
"LH_DorsAttnB_FEF_1",0.218547860040485,-0.76947689821331,-0.240847060335837
"LH_SomMotA_12",-2.18357786364125,-0.735259872518957,-0.859797588967064
"LH_DefaultA_PFCd_1",-2.83629128451285,0.23888607334973,-0.513333954926989
"LH_SalVentAttnB_PFCl_2",-0.980496587390732,-1.11104708944191,1.0443702312583
"LH_SalVentAttnA_FrOper_2",2.04776400265731,-0.0790429621134081,-0.025158756661088
"LH_ContB_IPL_1",-0.438680366157778,-0.29192136638913,0.0877007257709791
"LH_ContA_IPS_5",-5.95622603641896,1.974580100351,-0.560451823227018
"LH_ContB_IPL_2",-5.230370497038,1.00326124377431,0.228552350467197
"LH_ContC_pCun_4",0.948569507986636,0.371416323300162,0.778372285109913
"LH_DefaultB_Temp_6",1.03491150494107,1.2942574376485,0.0550711081203061
"LH_DefaultC_Rsp_2",1.11006825606458,0.440660236926719,1.02969889083515
"LH_ContA_PFCl_3",-0.57507957103782,-1.14115139144775,-0.44011122461827
"LH_SomMotA_1",-4.83725860076631,-1.11928220121284,1.04986405321594
"LH_DorsAttnB_PostC_8",-1.56436567058945,-0.464147166502227,0.149112563360264
"LH_SomMotA_21",1.07108927786206,-0.26209231244889,0.519332023113667
"LH_SomMotA_17",-0.882130958219159,-0.274480449146691,-2.33265674208587
"LH_SomMotA_23",0.172514209413987,-1.59955805270767,-0.455482203432621
"LH_ContB_PFCd_2",-1.73707314802197,0.779881222902962,-0.463607145751385
"LH_ContB_PFCmp_1",0.458318472020808,0.584497113293374,-0.0640488366872031
"LH_SalVentAttnA_FrMed_1",3.96149252285151,0.541684312833603,0.209008746487595
"LH_DefaultB_PFCv_2",-1.26588079789152,-0.233633627060547,-0.462760664187174
"LH_DefaultA_PFCm_1",-0.700066888128743,-1.09382087313245,-2.23412496973804
"LH_DefaultB_PFCv_6",-1.28637459127506,0.321648748663756,0.452346229311079
"LH_DefaultB_PFCv_5",-1.8488063465791,-0.828306212171616,0.80440396660927
"LH_SomMotB_Aud_5",1.59508029302125,1.16955844790463,-0.107793428603926
"LH_SomMotB_Ins_1",1.29569219787991,0.151615092541725,0.413839072602234
"LH_SalVentAttnA_FrOper_1",0.730652942507064,-0.0698833505517507,1.17786105106464
"LH_SalVentAttnA_ParOper_4",1.01022215788291,-0.229229493933212,-0.46887382895549
"LH_SalVentAttnA_ParOper_2",0.569016387937141,0.839343223451944,-0.561773118531185
"LH_DefaultA_IPL_1",0.114549710881298,-0.169265699004208,0.278746769509668
"LH_TempPar_9",-2.45792707787859,-0.878248545724801,1.21593997880373
"LH_TempPar_8",-1.83164408196631,-0.420978939703921,0.233732079869725
"LH_ContA_IPS_8",-1.29245825324174,-1.07338030975809,-0.357535496750486
"LH_VisPeri_ExStrSup_3",3.61562830174749,-0.82222058747485,0.303053494100938
"LH_VisCent_ExStr_12",-1.15106965696488,-1.33777235984187,-0.92225078536806
"LH_DefaultA_pCunPCC_7",0.413119116119564,0.329327528448879,1.39809850475251
"LH_ContC_Cingp_1",2.25695837901635,-0.086615485781706,-0.132337061021487
"LH_DefaultA_pCunPCC_4",2.98301960172504,0.989691629998605,1.57827316872112
"LH_TempPar_2",-3.63419909086406,0.768595872899046,0.199977273385588
"LH_TempPar_1",-0.248651183546456,0.0212154836631268,0.383201435443193
"LH_DefaultB_Temp_1",4.02203511077647,-0.673520481005812,-0.208149833935422
"LH_VisPeri_StriCal_2",1.74181940266395,0.538963789871324,0.994110556202277
"LH_VisCent_Striate_1",-1.63750193786425,0.368223566529149,1.76761265369084
"LH_VisCent_ExStr_3",2.4855640640119,-0.466980668552361,-0.582192634106006
"LH_VisCent_ExStr_4",2.82561422116675,-0.427852857741633,-0.705486059180853
"LH_DefaultC_PHC_4",-0.831276774681125,0.449296464176452,0.655045999759176
"LH_VisPeri_ExStrInf_1",1.60881536982908,0.18745925003118,-0.474807801456277
"LH_ContA_PFCd_1",-5.36235352141833,0.12932266617614,1.01856478089394
"LH_SomMotA_2",-0.421076976744958,-0.868053280333841,0.407586337015494
"LH_SomMotB_Cent_7",-1.92589349574895,1.62478132008589,-1.89055058103414
"LH_SomMotA_14",-5.11230279273613,-0.341018718705529,0.0258716930280646
"LH_SomMotA_18",0.963968289828859,-0.392353186007489,-0.650585671905924
"LH_ContA_PFCd_2",-0.856505751298505,0.82120429189513,0.0752840137594939
"LH_DefaultB_PFCd_5",0.352883305038716,0.500120623499173,-0.0983765353964914
"LH_ContB_PFClv_2",-1.40182947325082,-1.79392075156174,-0.241463884790046
"LH_SalVentAttnB_PFCl_1",-1.43249539295899,0.86687813216028,-0.844080639135486
"LH_ContA_IPS_4",-1.65923027557281,0.411283445265896,-0.26135019259465
"LH_ContC_pCun_2",0.216785843408642,0.096338079477164,0.424221363207401
"LH_VisPeri_ExStrSup_5",0.493241210369911,0.0483981874242211,0.726837057799595
"LH_DorsAttnA_SPL_2",-1.28956663395936,0.539616918785454,0.536007414647517
"LH_DorsAttnA_SPL_1",0.632305893134282,-0.453840491868207,0.0479887419825823
"LH_ContA_Cingm_1",-2.95512225564989,1.05947123247381,0.521388602728321
"LH_DefaultA_pCunPCC_6",2.93770690157695,1.01607894453772,1.07718047190158
"LH_LimbicA_TempPole_10",-2.8355436656957,-0.558147331706454,0.808465383705201
"LH_ContA_Temp_1",0.946448327565053,-0.654851027460265,-0.227458740079703
"LH_VisCent_Striate_2",-0.0947312302359348,-1.1206584275987,1.19084862207407
"LH_ContA_PFCl_4",0.779556788367442,1.74322096686744,0.187037257342873
"LH_ContB_PFCl_1",-1.82911758263665,-0.161106131280296,-0.144963527472091
"LH_SalVentAttnB_PFCl_3",0.0695044433098163,0.914723556945567,-1.21314273287584
"LH_SomMotB_Cent_2",-0.104735857157727,0.513426247605649,-0.742486995363019
"LH_SomMotB_Cent_1",-1.41368269900523,-1.8784007001082,-0.0032131068785315
"LH_DorsAttnA_SPL_6",-6.09188615703582,-0.499122593337457,0.614050168278439
"LH_DorsAttnA_SPL_5",-3.37785031593083,-0.178440422643978,0.0541595240020471
"LH_ContA_IPS_7",-0.135570912716446,-0.947618489750756,0.359038068698884
"LH_SomMotA_7",3.00507829494981,1.33125480910617,0.915896040727071
"LH_SomMotA_20",1.09889697998968,1.13772096539122,0.71101556826591
"LH_DefaultB_PFCd_6",2.6682374230881,0.0795634511230664,0.21908832412785
"LH_SalVentAttnA_FrMed_4",-1.19442921825764,0.82575699015979,-0.0185985488898401
"LH_SalVentAttnA_FrMed_3",2.53791209006539,1.22983322626316,0.391169150639435
"LH_SalVentAttnB_PFCmp_1",-1.18083151853787,0.364891343529117,0.323529085808019
"LH_DefaultA_PFCm_7",2.38364228954624,-0.00835309154136157,-0.058023474975226
"LH_DefaultB_PFCv_3",1.22752230859339,-1.56145483122502,0.099695751509285
"LH_LimbicB_OFC_4",-1.01269257962895,-2.80352373883214,0.706966479948042
"LH_SalVentAttnB_Ins_2",1.46903473127867,-0.224444882075234,-0.161516125210887
"LH_SalVentAttnA_Ins_2",1.41248386065854,0.540742450662818,0.438143645369932
"LH_SalVentAttnB_IPL_1",-0.628338552699441,-0.592308722303219,0.0741555661274454
"LH_SalVentAttnA_ParOper_1",0.293120718202711,0.441350267881877,0.010503319231368
"LH_SomMotB_Aud_6",-5.34563483814313,-0.187742045582344,0.982811279205588
"LH_SomMotB_Aud_4",-2.71205075242294,-0.080104623221094,1.08502489078614
"LH_TempPar_7",-1.74921737430468,-0.488846697802908,1.48231295803395
"LH_TempPar_4",-3.57058845362222,0.0247290848611172,0.591930918763108
"LH_DorsAttnA_SPL_3",-2.78407347587167,-1.41181136129184,-0.110695058415111
"LH_ContA_IPS_1",-4.05059668733446,1.2396064745959,1.63136188751811
"LH_DorsAttnA_ParOcc_3",-3.57989343446719,1.30957115804831,0.875111581277745
"LH_DefaultC_Rsp_3",2.21219818882231,0.810004225431443,0.877734351363536
"LH_VisPeri_StriCal_4",4.2164706283668,-0.241559093970572,-0.0109342856810662
"LH_VisCent_ExStr_10",0.683881297767489,0.01519947866973,0.341161800887087
"LH_SalVentAttnA_ParMed_1",1.96057806551593,-0.655372563254626,0.620749088492679
"LH_DefaultA_pCunPCC_1",-3.30483233691202,-0.987449165572193,-2.63909963491479
"LH_DefaultB_PFCv_1",0.574450850530407,-1.10223243056595,0.224329341460392
"LH_LimbicA_TempPole_7",-2.01262094416795,1.66253196008624,-1.01121685747455
"LH_LimbicA_TempPole_2",1.97934401545568,-1.23861895088418,0.37734635232343
"LH_LimbicA_TempPole_4",0.207618423642442,-0.486717334574601,1.21077817195517
"LH_DorsAttnA_TempOcc_3",1.51537075641382,0.280004182575615,-0.781147481582585
"LH_DefaultC_PHC_5",-4.83587019033428,0.829270058778666,0.878283625101422
"LH_DefaultA_PFCm_6",-1.6131504747587,2.76896459829811,1.08357235022299
"RH_DorsAttnB_FEF_3",-1.94947204338363,-0.226437507871642,0.640235790848201
"RH_ContA_IPS_4",-2.59444720751968,-0.0492585159036445,0.479399596921105
"RH_SomMotB_Cent_1",-0.654793874841215,-0.697976244122514,0.574948953551378
"RH_SalVentAttnB_PFCl_2",0.0262156345281346,0.249832280206279,0.0803490878273506
"RH_SalVentAttnB_PFCmp_2",3.38839661650359,0.839649876772011,0.0771399147673022
"RH_ContC_pCun_3",2.70589614918417,0.854312509587298,0.414291677259694
"RH_VisCent_ExStr_11",0.616286918356782,0.0175898173991828,-0.345473558450987
"RH_TempPar_9",0.281801346462071,0.0949904786419499,0.83448753186139
"RH_SalVentAttnA_Ins_3",1.53284188099517,0.179431864296285,0.767326486985443
"RH_LimbicB_OFC_2",4.24055795333802,-0.49962515235537,-1.18680586368609
"RH_DefaultC_Rsp_1",1.39467111636717,-0.406929231045017,-0.410808196860819
"RH_LimbicA_TempPole_4",-0.040943598935939,-1.22177537487785,1.6150827959407
"RH_DefaultB_PFCd_5",2.45552773251674,0.132982431458277,-0.140521216237288
"RH_DefaultB_PFCd_3",1.93121532652141,-0.0300272972698673,-0.414794980718705
"RH_ContB_PFCld_5",0.304763699088738,0.0788645255280322,0.196774544564639
"RH_SomMotA_23",2.07890582822519,1.03656121845199,0.414899921889582
"RH_SomMotA_2",2.72364995861334,0.871032232580342,0.70609685402411
"RH_SomMotA_16",-5.58327982504181,1.46414814753613,-0.435980983421896
"RH_DorsAttnA_SPL_8",-2.80758301045945,-0.0576530778832993,0.117836152615808
"RH_SomMotA_4",-7.09253422010647,-1.51571044479628,0.563692372085892
"RH_DorsAttnB_PostC_3",-1.24744127649369,-0.114911663330138,-0.203355228808933
"RH_ContA_PFCl_5",-4.8735069236838,1.67173643255213,-0.667781279642249
"RH_DefaultB_PFCv_3",-0.171955479744075,-1.22314924266551,-2.07994366400778
"RH_SomMotB_S2_3",2.29350536527565,-0.243068469231072,-1.20073260178643
"RH_ContB_PFClv_3",1.18001759633103,-0.0661481693779881,-1.1555032681619
"RH_SalVentAttnB_Ins_1",2.40771494733251,-0.401656989723924,-0.0883806886326432
"RH_DefaultA_PFCm_2",0.516281013016461,3.12345602997261,1.1912402247895
"RH_DefaultA_pCunPCC_2",3.69656686018346,-0.61997711400008,0.387866955437601
"RH_VisPeri_ExStrSup_3",0.255793119153739,-0.152528636080044,0.86699550634507
"RH_VisPeri_StriCal_4",3.92234546278303,0.101909703782812,-0.128566155529222
"RH_DorsAttnA_ParOcc_3",-3.32887865347992,-0.398900568788785,-0.983365768672759
"RH_ContB_IPL_1",-0.290466901393259,-0.407564192878466,-0.0152569578980423
"RH_DorsAttnA_ParOcc_1",0.576150582135236,-0.0836884702498153,0.241614209142675
"RH_SalVentAttnA_ParOper_1",-5.62558294534468,-0.290755696220115,0.245247577087631
"RH_SomMotB_Aud_2",0.526084621705095,-0.329310463106422,0.191349632725653
"RH_DefaultB_AntTemp_1",1.20744724921189,-0.481560284325452,0.34728522358054
"RH_DefaultC_PHC_3",3.58280404297613,-0.862779857462651,-1.06745877630045
"RH_VisCent_ExStr_2",3.51238141209012,0.375434483906874,-0.351701095046158
"RH_ContB_Temp_2",-0.851635655316661,0.658279966766595,0.161708176636719
"RH_DorsAttnB_FEF_4",-5.37780033813666,-0.213031191569834,-0.978303954079761
"RH_DefaultA_PFCd_2",-0.29435806553285,-0.0896887318664324,-0.678501880599963
"RH_DorsAttnB_FEF_2",-0.950133134423437,-0.333584079206096,-0.742711438977922
"RH_SomMotA_22",0.556073172897545,0.071738103198375,0.401398801436233
"RH_SalVentAttnA_FrMed_4",2.59038810772563,0.329448670120101,0.557223440089559
"RH_SomMotA_17",-8.61374939798442,-0.575112896735372,0.81614870947074
"RH_SomMotA_26",-2.41130145116571,-0.522845686829133,-0.884128625836684
"RH_SomMotA_7",-1.10913999898216,1.3382665259206,-0.779218060900287
"RH_DorsAttnB_FEF_1",-0.349708386535704,-1.03524711774014,0.19782802851483
"RH_ContA_PFCl_2",0.27128080353286,-0.0220204673767519,-0.441919227311996
"RH_ContA_PFCl_3",-4.60853563888606,-0.963429257775253,-1.58816401965318
"RH_ContA_PFCl_4",0.0904127206744933,0.332476715417327,-0.663989875279199
"RH_ContB_PFClv_5",0.0206475361277834,-0.512487650182166,0.288906431916124
"RH_ContB_PFClv_4",1.50861206738041,-1.32383857743251,-0.871203653769108
"RH_SalVentAttnB_PFCl_1",-2.65760920209688,0.897270657311403,-1.39680546875645
"RH_DefaultA_PFCm_4",1.93082753434417,-0.0844423453085657,-0.132193538691189
"RH_SalVentAttnB_Cinga_1",-0.723703705972076,1.30454990175859,-1.28305546578368
"RH_SalVentAttnB_PFCmp_1",4.0332780900708,0.314589176205748,-0.259112493236017
"RH_SalVentAttnA_FrMed_2",4.63434565056608,0.445883970982699,0.178845327725621
"RH_ContC_Cingp_3",-0.463814061797128,0.137408546238469,-1.35401459047217
"RH_DefaultA_pCunPCC_7",0.70444623481714,-0.452322031317472,1.5931687885878
"RH_ContC_pCun_1",2.16100696889706,-0.31458980638056,0.305318037620175
"RH_DefaultA_pCunPCC_6",0.982817559308099,2.0906505948931,-0.526003707833433
"RH_DorsAttnB_PostC_8",0.889421928714884,-0.242018477099032,-0.0119496816131152
"RH_DorsAttnA_SPL_5",-0.638038355242566,-0.606424174719723,-0.411441613808531
"RH_ContB_IPL_5",-1.45788458524876,-0.00304108358208571,-0.503336411883159
"RH_DefaultA_IPL_3",-0.179623347222059,-0.425894746075546,0.00545877121095018
"RH_DorsAttnB_PostC_4",-1.37083791964302,-0.61376167200953,0.155444441795015
"RH_ContB_IPL_3",-1.54867345428886,0.150569587328269,-0.366768076592189
"RH_SomMotB_S2_6",0.613956911474558,0.261334960876678,-0.618833491790534
"RH_SomMotB_S2_4",3.8197900512882,-0.0820023567911531,-1.68332876792013
"RH_SalVentAttnA_ParOper_3",0.621170747738259,-0.130036202740109,-0.0202049213256302
"RH_SalVentAttnA_Ins_2",-0.301640481791698,2.45105183959022,1.76341576248018
"RH_LimbicA_TempPole_9",0.545586698089352,0.0827900820701304,-0.0258968200513476
"RH_VisPeri_StriCal_3",3.45557498383346,-0.0273289214307364,-0.234280241623949
"RH_VisPeri_ExStrInf_2",3.51831011239122,0.607366497986721,-0.999791527122154
"RH_VisPeri_ExStrInf_1",-0.552238648483742,-0.116682460362416,-0.24508015899335
"RH_VisCent_ExStr_10",1.04450755633451,0.0913090154446967,-0.739014872850399
"RH_VisCent_ExStr_8",-1.05686957298536,0.442456466550752,-0.30852417468269
"RH_VisCent_ExStr_9",2.70724797431369,-0.297125284709179,-0.44973969142863
"RH_TempPar_5",2.06879051865324,0.244104128970851,-0.0442550602422265
"RH_TempPar_3",-1.05023432720163,1.33282104443833,1.82716348255244
