"parcel","variable","mean","std","median","iqr","mean_abs","std_abs","median_abs","iqr_abs","n_subjects"
"LH_ContA_Cingm_1","cortical_surface_area",0.65545,0.08628,0.65841,0.05822,0.65545,0.08628,0.65841,0.05822,46
"LH_ContA_Cingm_1","cortical_thickness",1.84132,0.30149,1.86904,0.40299,1.84132,0.30149,1.86904,0.40299,46
"LH_ContA_Cingm_1","csf_thickness",39.01539,1.70127,38.70116,1.96428,39.01539,1.70127,38.70116,1.96428,46
"LH_ContA_Cingm_1","pial_lgi",1.64584,0.211,1.70299,0.1296,1.64584,0.211,1.70299,0.1296,46
"LH_ContA_Cingm_1","skin_thickness",6.52746,1.50092,6.38398,1.96212,6.52746,1.50092,6.38398,1.96212,46
"LH_ContA_Cingm_1","skull_thickness",8.97436,2.08059,8.76546,2.26441,8.97436,2.08059,8.76546,2.26441,46
"LH_ContA_Cingm_1","sulcal_depth",0.17213,0.72404,0.2331,1.13858,0.64334,0.36254,0.63444,0.58264,46
"LH_ContA_IPS_1","cortical_surface_area",0.747,0.02484,0.74487,0.02969,0.747,0.02484,0.74487,0.02969,46
"LH_ContA_IPS_1","cortical_thickness",2.54684,0.17522,2.57203,0.19617,2.54684,0.17522,2.57203,0.19617,46
"LH_ContA_IPS_1","csf_thickness",10.71073,1.80957,10.83284,1.77174,10.71073,1.80957,10.83284,1.77174,46
"LH_ContA_IPS_1","pial_lgi",2.95094,0.14367,2.93913,0.19604,2.95094,0.14367,2.93913,0.19604,46
"LH_ContA_IPS_1","skin_thickness",7.35971,1.66801,7.04089,2.70271,7.35971,1.66801,7.04089,2.70271,46
"LH_ContA_IPS_1","skull_thickness",7.70675,1.70917,7.7177,2.64119,7.70675,1.70917,7.7177,2.64119,46
"LH_ContA_IPS_1","sulcal_depth",0.86303,1.01012,1.09148,1.19838,1.15029,0.65508,1.19022,0.94001,46
"LH_ContA_IPS_2","cortical_surface_area",0.74709,0.02615,0.74529,0.02958,0.74709,0.02615,0.74529,0.02958,46
"LH_ContA_IPS_2","cortical_thickness",2.46296,0.16348,2.45381,0.16999,2.46296,0.16348,2.45381,0.16999,46
"LH_ContA_IPS_2","csf_thickness",15.54698,3.58226,15.89507,5.70253,15.54698,3.58226,15.89507,5.70253,46
"LH_ContA_IPS_2","pial_lgi",2.92285,0.15622,2.93082,0.21496,2.92285,0.15622,2.93082,0.21496,46
"LH_ContA_IPS_2","skin_thickness",7.81057,1.78545,7.56451,2.50986,7.81057,1.78545,7.56451,2.50986,46
"LH_ContA_IPS_2","skull_thickness",8.20899,1.86837,8.39972,2.57822,8.20899,1.86837,8.39972,2.57822,46
"LH_ContA_IPS_2","sulcal_depth",5.67816,2.41416,5.81536,3.81365,5.67816,2.41416,5.81536,3.81365,46
"LH_ContA_IPS_3","cortical_surface_area",0.7261,0.03326,0.72606,0.04415,0.7261,0.03326,0.72606,0.04415,46
"LH_ContA_IPS_3","cortical_thickness",2.56095,0.22588,2.58884,0.3226,2.56095,0.22588,2.58884,0.3226,46
"LH_ContA_IPS_3","csf_thickness",7.70631,2.4309,7.13863,2.88888,7.70631,2.4309,7.13863,2.88888,46
"LH_ContA_IPS_3","pial_lgi",3.18059,0.13859,3.15536,0.18035,3.18059,0.13859,3.15536,0.18035,46
"LH_ContA_IPS_3","skin_thickness",7.55834,1.71325,7.25619,2.1131,7.55834,1.71325,7.25619,2.1131,46
"LH_ContA_IPS_3","skull_thickness",7.57588,1.54834,7.58792,1.62585,7.57588,1.54834,7.58792,1.62585,46
"LH_ContA_IPS_3","sulcal_depth",-2.90419,1.95147,-3.3262,3.10646,3.10751,1.59962,3.3262,2.75492,46
"LH_ContA_IPS_4","cortical_surface_area",0.7385,0.01993,0.73778,0.02659,0.7385,0.01993,0.73778,0.02659,46
"LH_ContA_IPS_4","cortical_thickness",2.45294,0.15188,2.4465,0.2166,2.45294,0.15188,2.4465,0.2166,46
"LH_ContA_IPS_4","csf_thickness",11.67525,2.47623,11.53686,4.44121,11.67525,2.47623,11.53686,4.44121,46
"LH_ContA_IPS_4","pial_lgi",3.04084,0.16082,3.04338,0.21008,3.04084,0.16082,3.04338,0.21008,46
"LH_ContA_IPS_4","skin_thickness",8.07772,1.77882,7.80286,2.35708,8.07772,1.77882,7.80286,2.35708,46
"LH_ContA_IPS_4","skull_thickness",8.11542,1.84532,7.94602,2.60816,8.11542,1.84532,7.94602,2.60816,46
"LH_ContA_IPS_4","sulcal_depth",1.36873,1.54576,1.46966,2.16484,1.6884,1.17914,1.56748,1.84134,46
"LH_ContA_IPS_5","cortical_surface_area",0.74807,0.03014,0.74199,0.04482,0.74807,0.03014,0.74199,0.04482,46
"LH_ContA_IPS_5","cortical_thickness",2.46398,0.18762,2.44054,0.27684,2.46398,0.18762,2.44054,0.27684,46
"LH_ContA_IPS_5","csf_thickness",13.28188,2.86092,13.56126,3.861,13.28188,2.86092,13.56126,3.861,46
"LH_ContA_IPS_5","pial_lgi",3.14464,0.13353,3.11845,0.13846,3.14464,0.13353,3.11845,0.13846,46
"LH_ContA_IPS_5","skin_thickness",7.95005,1.74334,7.70066,1.67608,7.95005,1.74334,7.70066,1.67608,46
"LH_ContA_IPS_5","skull_thickness",7.99801,1.74992,7.90507,1.9929,7.99801,1.74992,7.90507,1.9929,46
"LH_ContA_IPS_5","sulcal_depth",2.35333,2.06497,2.0594,2.24933,2.54074,1.82387,2.0594,2.01599,46
"LH_ContA_IPS_6","cortical_surface_area",0.76974,0.02023,0.77403,0.02715,0.76974,0.02023,0.77403,0.02715,46
"LH_ContA_IPS_6","cortical_thickness",2.34913,0.1781,2.34622,0.22207,2.34913,0.1781,2.34622,0.22207,46
"LH_ContA_IPS_6","csf_thickness",19.80897,2.71089,20.51204,3.41894,19.80897,2.71089,20.51204,3.41894,46
"LH_ContA_IPS_6","pial_lgi",3.11748,0.14557,3.10665,0.17018,3.11748,0.14557,3.10665,0.17018,46
"LH_ContA_IPS_6","skin_thickness",8.40923,1.77315,8.17005,2.30002,8.40923,1.77315,8.17005,2.30002,46
"LH_ContA_IPS_6","skull_thickness",8.45004,1.73779,8.35505,2.23185,8.45004,1.73779,8.35505,2.23185,46
"LH_ContA_IPS_6","sulcal_depth",8.91588,2.04708,9.60466,1.83546,8.91588,2.04708,9.60466,1.83546,46
"LH_ContA_IPS_7","cortical_surface_area",0.75563,0.02683,0.75505,0.03464,0.75563,0.02683,0.75505,0.03464,46
"LH_ContA_IPS_7","cortical_thickness",2.37834,0.18619,2.40223,0.26194,2.37834,0.18619,2.40223,0.26194,46
"LH_ContA_IPS_7","csf_thickness",17.80832,4.14122,18.2136,4.45142,17.80832,4.14122,18.2136,4.45142,46
"LH_ContA_IPS_7","pial_lgi",3.15152,0.13362,3.12525,0.14557,3.15152,0.13362,3.12525,0.14557,46
"LH_ContA_IPS_7","skin_thickness",8.06434,1.68289,7.85853,2.44623,8.06434,1.68289,7.85853,2.44623,46
"LH_ContA_IPS_7","skull_thickness",8.39656,1.71293,8.361,1.99118,8.39656,1.71293,8.361,1.99118,46
"LH_ContA_IPS_7","sulcal_depth",6.52137,2.89943,6.92861,4.08521,6.54409,2.84661,6.92861,4.08521,46
"LH_ContA_IPS_8","cortical_surface_area",0.74354,0.02231,0.74195,0.02795,0.74354,0.02231,0.74195,0.02795,46
"LH_ContA_IPS_8","cortical_thickness",2.31529,0.17249,2.33985,0.25641,2.31529,0.17249,2.33985,0.25641,46
"LH_ContA_IPS_8","csf_thickness",13.8294,3.07852,14.18118,3.53216,13.8294,3.07852,14.18118,3.53216,46
"LH_ContA_IPS_8","pial_lgi",2.9857,0.16334,2.97683,0.20484,2.9857,0.16334,2.97683,0.20484,46
"LH_ContA_IPS_8","skin_thickness",8.60533,1.87744,8.35937,2.67016,8.60533,1.87744,8.35937,2.67016,46
"LH_ContA_IPS_8","skull_thickness",8.60784,1.90529,8.41522,2.63204,8.60784,1.90529,8.41522,2.63204,46
"LH_ContA_IPS_8","sulcal_depth",3.64421,2.38229,4.00976,3.46791,3.7759,2.16251,4.00976,3.46791,46
"LH_ContA_PFCd_1","cortical_surface_area",0.70588,0.02231,0.70337,0.02705,0.70588,0.02231,0.70337,0.02705,46
"LH_ContA_PFCd_1","cortical_thickness",2.75433,0.19869,2.72702,0.24638,2.75433,0.19869,2.72702,0.24638,46
"LH_ContA_PFCd_1","csf_thickness",9.67261,1.63499,9.74949,2.21046,9.67261,1.63499,9.74949,2.21046,46
"LH_ContA_PFCd_1","pial_lgi",2.75415,0.15975,2.77262,0.21641,2.75415,0.15975,2.77262,0.21641,46
"LH_ContA_PFCd_1","skin_thickness",7.18708,1.59621,7.19513,1.82928,7.18708,1.59621,7.19513,1.82928,46
"LH_ContA_PFCd_1","skull_thickness",7.42143,1.58084,7.55535,1.92321,7.42143,1.58084,7.55535,1.92321,46
"LH_ContA_PFCd_1","sulcal_depth",-0.35014,0.62372,-0.39787,0.81593,0.55839,0.44228,0.43502,0.5091,46
"LH_ContA_PFCd_2","cortical_surface_area",0.75124,0.02246,0.75683,0.0235,0.75124,0.02246,0.75683,0.0235,46
"LH_ContA_PFCd_2","cortical_thickness",2.56372,0.17319,2.55534,0.2842,2.56372,0.17319,2.55534,0.2842,46
"LH_ContA_PFCd_2","csf_thickness",13.6547,2.43621,13.79557,2.25505,13.6547,2.43621,13.79557,2.25505,46
"LH_ContA_PFCd_2","pial_lgi",2.49745,0.13558,2.477,0.19184,2.49745,0.13558,2.477,0.19184,46
"LH_ContA_PFCd_2","skin_thickness",7.11621,1.5259,6.96173,2.04373,7.11621,1.5259,6.96173,2.04373,46
"LH_ContA_PFCd_2","skull_thickness",7.40366,1.53183,7.53719,1.77637,7.40366,1.53183,7.53719,1.77637,46
"LH_ContA_PFCd_2","sulcal_depth",4.14764,1.8943,4.62858,2.4144,4.21316,1.74023,4.62858,2.4144,46
"LH_ContA_PFCl_1","cortical_surface_area",0.74528,0.02038,0.74681,0.02789,0.74528,0.02038,0.74681,0.02789,46
"LH_ContA_PFCl_1","cortical_thickness",2.42336,0.15108,2.44008,0.20955,2.42336,0.15108,2.44008,0.20955,46
"LH_ContA_PFCl_1","csf_thickness",11.41045,2.16741,11.24724,3.35878,11.41045,2.16741,11.24724,3.35878,46
"LH_ContA_PFCl_1","pial_lgi",3.48679,0.24778,3.50708,0.28206,3.48679,0.24778,3.50708,0.28206,46
"LH_ContA_PFCl_1","skin_thickness",6.58579,1.64319,6.46455,1.7068,6.58579,1.64319,6.46455,1.7068,46
"LH_ContA_PFCl_1","skull_thickness",6.3751,1.299,6.28069,2.08985,6.3751,1.299,6.28069,2.08985,46
"LH_ContA_PFCl_1","sulcal_depth",1.66036,1.79351,2.19396,2.83734,2.07213,1.28281,2.19396,1.99107,46
"LH_ContA_PFCl_2","cortical_surface_area",0.72152,0.02939,0.72188,0.03247,0.72152,0.02939,0.72188,0.03247,46
"LH_ContA_PFCl_2","cortical_thickness",2.53657,0.21531,2.5333,0.31323,2.53657,0.21531,2.5333,0.31323,46
"LH_ContA_PFCl_2","csf_thickness",6.15369,1.63525,5.95216,2.1207,6.15369,1.63525,5.95216,2.1207,46
"LH_ContA_PFCl_2","pial_lgi",3.01933,0.21773,2.98658,0.31234,3.01933,0.21773,2.98658,0.31234,46
"LH_ContA_PFCl_2","skin_thickness",5.6379,1.22182,5.37675,1.47757,5.6379,1.22182,5.37675,1.47757,46
"LH_ContA_PFCl_2","skull_thickness",7.39098,1.74257,7.29947,2.40325,7.39098,1.74257,7.29947,2.40325,46
"LH_ContA_PFCl_2","sulcal_depth",-1.49719,1.36054,-1.78302,1.18954,1.83667,0.83316,1.80633,0.99206,46
"LH_ContA_PFCl_3","cortical_surface_area",0.7174,0.02586,0.71774,0.03679,0.7174,0.02586,0.71774,0.03679,46
"LH_ContA_PFCl_3","cortical_thickness",2.71539,0.20321,2.70985,0.29792,2.71539,0.20321,2.70985,0.29792,46
"LH_ContA_PFCl_3","csf_thickness",8.99357,1.36304,9.00358,1.75576,8.99357,1.36304,9.00358,1.75576,46
"LH_ContA_PFCl_3","pial_lgi",3.88958,0.23847,3.92981,0.34314,3.88958,0.23847,3.92981,0.34314,46
"LH_ContA_PFCl_3","skin_thickness",8.09422,2.0584,8.15911,2.62083,8.09422,2.0584,8.15911,2.62083,46
"LH_ContA_PFCl_3","skull_thickness",5.27971,1.23932,5.19188,1.60505,5.27971,1.23932,5.19188,1.60505,46
"LH_ContA_PFCl_3","sulcal_depth",-0.2802,0.92872,-0.41498,0.61467,0.67859,0.68707,0.51027,0.60812,46
"LH_ContA_PFCl_4","cortical_surface_area",0.76469,0.01883,0.76457,0.0247,0.76469,0.01883,0.76457,0.0247,46
"LH_ContA_PFCl_4","cortical_thickness",2.51535,0.16336,2.51714,0.1945,2.51535,0.16336,2.51714,0.1945,46
"LH_ContA_PFCl_4","csf_thickness",18.31939,1.96468,18.11729,2.37017,18.31939,1.96468,18.11729,2.37017,46
"LH_ContA_PFCl_4","pial_lgi",3.60555,0.24155,3.6405,0.303,3.60555,0.24155,3.6405,0.303,46
"LH_ContA_PFCl_4","skin_thickness",6.93864,1.86556,6.74177,2.12131,6.93864,1.86556,6.74177,2.12131,46
"LH_ContA_PFCl_4","skull_thickness",6.25349,1.33468,6.3276,1.74181,6.25349,1.33468,6.3276,1.74181,46
"LH_ContA_PFCl_4","sulcal_depth",8.31472,0.90344,8.56141,0.95964,8.31472,0.90344,8.56141,0.95964,46
"LH_ContA_PFCl_5","cortical_surface_area",0.72177,0.02601,0.72008,0.04282,0.72177,0.02601,0.72008,0.04282,46
