"parcel","variable","mean","std","median","iqr","mean_abs","std_abs","median_abs","iqr_abs","n_subjects"
"LH_ContA_Cingm_1","cortical_surface_area",0.68049,0.07415,0.68872,0.04203,0.68049,0.07415,0.68872,0.04203,27
"LH_ContA_Cingm_1","cortical_thickness",1.85565,0.20605,1.82079,0.22959,1.85565,0.20605,1.82079,0.22959,27
"LH_ContA_Cingm_1","csf_thickness",39.94283,1.61125,39.74056,1.91557,39.94283,1.61125,39.74056,1.91557,27
"LH_ContA_Cingm_1","pial_lgi",1.75179,0.19696,1.79203,0.19229,1.75179,0.19696,1.79203,0.19229,27
"LH_ContA_Cingm_1","skin_thickness",6.31213,1.13778,6.22512,1.08333,6.31213,1.13778,6.22512,1.08333,27
"LH_ContA_Cingm_1","skull_thickness",8.88084,1.35828,8.67619,1.82946,8.88084,1.35828,8.67619,1.82946,27
"LH_ContA_Cingm_1","sulcal_depth",0.22351,0.6608,0.22789,0.78965,0.55192,0.41499,0.54408,0.64194,27
"LH_ContA_IPS_1","cortical_surface_area",0.75248,0.03587,0.74862,0.02866,0.75248,0.03587,0.74862,0.02866,27
"LH_ContA_IPS_1","cortical_thickness",2.55343,0.21348,2.60204,0.30247,2.55343,0.21348,2.60204,0.30247,27
"LH_ContA_IPS_1","csf_thickness",10.43586,2.15685,10.54835,2.80359,10.43586,2.15685,10.54835,2.80359,27
"LH_ContA_IPS_1","pial_lgi",2.96729,0.1609,2.94071,0.2017,2.96729,0.1609,2.94071,0.2017,27
"LH_ContA_IPS_1","skin_thickness",8.21181,1.62903,8.05404,1.76048,8.21181,1.62903,8.05404,1.76048,27
"LH_ContA_IPS_1","skull_thickness",6.73848,1.39752,6.66524,1.81705,6.73848,1.39752,6.66524,1.81705,27
"LH_ContA_IPS_1","sulcal_depth",0.43458,1.32556,0.44111,1.18772,1.01411,0.94088,0.61044,1.44266,27
"LH_ContA_IPS_2","cortical_surface_area",0.75509,0.02916,0.75958,0.03431,0.75509,0.02916,0.75958,0.03431,27
"LH_ContA_IPS_2","cortical_thickness",2.45955,0.17781,2.51187,0.27926,2.45955,0.17781,2.51187,0.27926,27
"LH_ContA_IPS_2","csf_thickness",15.16721,3.82258,14.52151,4.7902,15.16721,3.82258,14.52151,4.7902,27
"LH_ContA_IPS_2","pial_lgi",2.96862,0.16789,2.94109,0.25437,2.96862,0.16789,2.94109,0.25437,27
"LH_ContA_IPS_2","skin_thickness",8.74298,1.65324,8.52753,1.87064,8.74298,1.65324,8.52753,1.87064,27
"LH_ContA_IPS_2","skull_thickness",6.9193,1.37593,6.78708,1.38911,6.9193,1.37593,6.78708,1.38911,27
"LH_ContA_IPS_2","sulcal_depth",5.12121,2.81647,5.0374,3.53283,5.38986,2.23608,5.0374,3.44283,27
"LH_ContA_IPS_3","cortical_surface_area",0.71999,0.03316,0.72564,0.03783,0.71999,0.03316,0.72564,0.03783,27
"LH_ContA_IPS_3","cortical_thickness",2.59954,0.20015,2.62173,0.23454,2.59954,0.20015,2.62173,0.23454,27
"LH_ContA_IPS_3","csf_thickness",7.54874,1.88029,7.86923,2.53036,7.54874,1.88029,7.86923,2.53036,27
"LH_ContA_IPS_3","pial_lgi",3.24348,0.13905,3.24608,0.17712,3.24348,0.13905,3.24608,0.17712,27
"LH_ContA_IPS_3","skin_thickness",8.47149,1.378,8.09071,2.2011,8.47149,1.378,8.09071,2.2011,27
"LH_ContA_IPS_3","skull_thickness",6.24651,1.21575,6.06467,1.60837,6.24651,1.21575,6.06467,1.60837,27
"LH_ContA_IPS_3","sulcal_depth",-3.19852,1.32384,-3.41086,1.92002,3.19852,1.32384,3.41086,1.92002,27
"LH_ContA_IPS_4","cortical_surface_area",0.7403,0.02485,0.73149,0.03406,0.7403,0.02485,0.73149,0.03406,27
"LH_ContA_IPS_4","cortical_thickness",2.42785,0.19026,2.41867,0.22816,2.42785,0.19026,2.41867,0.22816,27
"LH_ContA_IPS_4","csf_thickness",12.20753,2.41291,11.92852,3.99723,12.20753,2.41291,11.92852,3.99723,27
"LH_ContA_IPS_4","pial_lgi",3.11051,0.14923,3.13155,0.19345,3.11051,0.14923,3.13155,0.19345,27
"LH_ContA_IPS_4","skin_thickness",9.02079,1.49453,8.72312,1.97447,9.02079,1.49453,8.72312,1.97447,27
"LH_ContA_IPS_4","skull_thickness",6.70252,1.34679,6.84563,1.86927,6.70252,1.34679,6.84563,1.86927,27
"LH_ContA_IPS_4","sulcal_depth",1.60939,1.70523,1.6919,2.07285,1.96283,1.26361,1.6919,1.60022,27
"LH_ContA_IPS_5","cortical_surface_area",0.74115,0.02559,0.74172,0.03313,0.74115,0.02559,0.74172,0.03313,27
"LH_ContA_IPS_5","cortical_thickness",2.45842,0.20398,2.48626,0.27883,2.45842,0.20398,2.48626,0.27883,27
"LH_ContA_IPS_5","csf_thickness",13.63893,2.86662,13.98152,3.94381,13.63893,2.86662,13.98152,3.94381,27
"LH_ContA_IPS_5","pial_lgi",3.23736,0.14808,3.27641,0.17568,3.23736,0.14808,3.27641,0.17568,27
"LH_ContA_IPS_5","skin_thickness",8.75949,1.30004,8.87574,1.91725,8.75949,1.30004,8.87574,1.91725,27
"LH_ContA_IPS_5","skull_thickness",6.66525,1.33617,6.69897,1.5904,6.66525,1.33617,6.69897,1.5904,27
"LH_ContA_IPS_5","sulcal_depth",2.58055,2.82826,2.82429,2.74569,3.27245,1.94771,2.96147,2.1195,27
"LH_ContA_IPS_6","cortical_surface_area",0.76447,0.02131,0.76573,0.02902,0.76447,0.02131,0.76573,0.02902,27
"LH_ContA_IPS_6","cortical_thickness",2.38417,0.17182,2.35125,0.21362,2.38417,0.17182,2.35125,0.21362,27
