"parcel","variable","mean","std","median","iqr","mean_abs","std_abs","median_abs","iqr_abs","n_subjects"
"LH_ContA_Cingm_1","cortical_surface_area",0.66667,0.03052,0.67361,0.03585,0.66667,0.03052,0.67361,0.03585,25
"LH_ContA_Cingm_1","cortical_thickness",1.55175,0.32158,1.57614,0.36809,1.55175,0.32158,1.57614,0.36809,25
"LH_ContA_Cingm_1","csf_thickness",39.50785,2.87352,39.59375,2.02098,39.50785,2.87352,39.59375,2.02098,25
"LH_ContA_Cingm_1","pial_lgi",1.79813,0.08579,1.80091,0.07615,1.79813,0.08579,1.80091,0.07615,25
"LH_ContA_Cingm_1","skin_thickness",5.80154,1.32465,5.83205,1.16483,5.80154,1.32465,5.83205,1.16483,25
"LH_ContA_Cingm_1","skull_thickness",10.51846,7.21,9.1839,2.21361,10.51846,7.21,9.1839,2.21361,25
"LH_ContA_Cingm_1","sulcal_depth",-0.20455,0.65583,-0.232,1.07264,0.5576,0.38707,0.49473,0.49254,25
"LH_ContA_IPS_1","cortical_surface_area",0.74887,0.01979,0.74395,0.02675,0.74887,0.01979,0.74395,0.02675,25
"LH_ContA_IPS_1","cortical_thickness",2.36587,0.17436,2.33906,0.24731,2.36587,0.17436,2.33906,0.24731,25
"LH_ContA_IPS_1","csf_thickness",11.45871,1.72023,11.92166,2.33683,11.45871,1.72023,11.92166,2.33683,25
"LH_ContA_IPS_1","pial_lgi",2.85103,0.13763,2.83406,0.15405,2.85103,0.13763,2.83406,0.15405,25
"LH_ContA_IPS_1","skin_thickness",7.81027,1.3742,7.95908,1.94035,7.81027,1.3742,7.95908,1.94035,25
"LH_ContA_IPS_1","skull_thickness",6.54309,0.91769,6.31469,1.05792,6.54309,0.91769,6.31469,1.05792,25
"LH_ContA_IPS_1","sulcal_depth",0.63784,0.9514,0.96785,0.67925,1.01767,0.50015,1.04652,0.64774,25
"LH_ContA_IPS_2","cortical_surface_area",0.75246,0.02584,0.74643,0.03183,0.75246,0.02584,0.74643,0.03183,25
"LH_ContA_IPS_2","cortical_thickness",2.2776,0.15615,2.2609,0.24382,2.2776,0.15615,2.2609,0.24382,25
"LH_ContA_IPS_2","csf_thickness",16.67155,3.01144,15.96878,3.60988,16.67155,3.01144,15.96878,3.60988,25
"LH_ContA_IPS_2","pial_lgi",2.83139,0.14426,2.83754,0.18801,2.83139,0.14426,2.83754,0.18801,25
"LH_ContA_IPS_2","skin_thickness",7.95062,1.38273,7.99623,1.84636,7.95062,1.38273,7.99623,1.84636,25
"LH_ContA_IPS_2","skull_thickness",6.80024,1.05556,6.61692,1.24721,6.80024,1.05556,6.61692,1.24721,25
"LH_ContA_IPS_2","sulcal_depth",5.37721,2.1086,5.48186,2.79845,5.40952,2.02069,5.48186,2.79845,25
"LH_ContA_IPS_3","cortical_surface_area",0.72775,0.03092,0.72321,0.03601,0.72775,0.03092,0.72321,0.03601,25
"LH_ContA_IPS_3","cortical_thickness",2.34487,0.17866,2.31536,0.17874,2.34487,0.17866,2.31536,0.17874,25
"LH_ContA_IPS_3","csf_thickness",8.38958,2.35493,8.21766,2.32753,8.38958,2.35493,8.21766,2.32753,25
"LH_ContA_IPS_3","pial_lgi",3.08024,0.13631,3.10386,0.15701,3.08024,0.13631,3.10386,0.15701,25
"LH_ContA_IPS_3","skin_thickness",7.64131,1.07466,7.56085,1.4605,7.64131,1.07466,7.56085,1.4605,25
"LH_ContA_IPS_3","skull_thickness",5.91069,0.9569,5.53095,1.36796,5.91069,0.9569,5.53095,1.36796,25
"LH_ContA_IPS_3","sulcal_depth",-3.14535,1.67687,-3.10123,1.55227,3.2587,1.4338,3.10123,1.55227,25
"LH_ContA_IPS_4","cortical_surface_area",0.73201,0.01797,0.72937,0.01969,0.73201,0.01797,0.72937,0.01969,25
"LH_ContA_IPS_4","cortical_thickness",2.24131,0.16011,2.26715,0.17396,2.24131,0.16011,2.26715,0.17396,25
"LH_ContA_IPS_4","csf_thickness",13.51571,2.139,13.44979,2.24788,13.51571,2.139,13.44979,2.24788,25
"LH_ContA_IPS_4","pial_lgi",2.9553,0.15039,2.93943,0.23354,2.9553,0.15039,2.93943,0.23354,25
"LH_ContA_IPS_4","skin_thickness",7.9088,1.20056,7.86214,1.8911,7.9088,1.20056,7.86214,1.8911,25
"LH_ContA_IPS_4","skull_thickness",6.44955,0.94256,6.22149,0.77283,6.44955,0.94256,6.22149,0.77283,25
"LH_ContA_IPS_4","sulcal_depth",1.47823,1.15236,1.32259,1.43841,1.54105,1.06319,1.32259,1.43841,25
"LH_ContA_IPS_5","cortical_surface_area",0.7357,0.0222,0.73575,0.0246,0.7357,0.0222,0.73575,0.0246,25
"LH_ContA_IPS_5","cortical_thickness",2.25997,0.15342,2.25143,0.16967,2.25997,0.15342,2.25143,0.16967,25
"LH_ContA_IPS_5","csf_thickness",14.63768,3.41433,15.46357,4.22838,14.63768,3.41433,15.46357,4.22838,25
"LH_ContA_IPS_5","pial_lgi",3.05633,0.14747,3.07407,0.14951,3.05633,0.14747,3.07407,0.14951,25
"LH_ContA_IPS_5","skin_thickness",7.84257,0.97951,7.97374,1.2178,7.84257,0.97951,7.97374,1.2178,25
"LH_ContA_IPS_5","skull_thickness",6.28876,0.96495,6.23324,1.13258,6.28876,0.96495,6.23324,1.13258,25
