"parcel","variable","mean","std","median","iqr","mean_abs","std_abs","median_abs","iqr_abs","n_subjects"
"LH_ContA_Cingm_1","cortical_surface_area",0.66894,0.06742,0.68299,0.04977,0.66894,0.06742,0.68299,0.04977,42
"LH_ContA_Cingm_1","cortical_thickness",2.00507,0.29852,2.00408,0.38468,2.00507,0.29852,2.00408,0.38468,42
"LH_ContA_Cingm_1","csf_thickness",39.72688,1.7769,39.55508,2.00531,39.72688,1.7769,39.55508,2.00531,42
"LH_ContA_Cingm_1","pial_lgi",1.69816,0.18606,1.75513,0.18559,1.69816,0.18606,1.75513,0.18559,42
"LH_ContA_Cingm_1","skin_thickness",6.83853,1.50826,6.7295,1.92988,6.83853,1.50826,6.7295,1.92988,42
"LH_ContA_Cingm_1","skull_thickness",9.06948,1.9665,8.77348,2.40143,9.06948,1.9665,8.77348,2.40143,42
"LH_ContA_Cingm_1","sulcal_depth",0.28851,0.61902,0.32336,0.89589,0.55362,0.39305,0.57206,0.62288,42
"LH_ContA_IPS_1","cortical_surface_area",0.75273,0.02477,0.75294,0.0292,0.75273,0.02477,0.75294,0.0292,42
"LH_ContA_IPS_1","cortical_thickness",2.53326,0.17401,2.54259,0.25493,2.53326,0.17401,2.54259,0.25493,42
"LH_ContA_IPS_1","csf_thickness",10.29373,1.8697,10.46466,1.99558,10.29373,1.8697,10.46466,1.99558,42
"LH_ContA_IPS_1","pial_lgi",2.97663,0.16595,2.96323,0.23255,2.97663,0.16595,2.96323,0.23255,42
"LH_ContA_IPS_1","skin_thickness",7.92255,2.00112,7.35681,2.59582,7.92255,2.00112,7.35681,2.59582,42
"LH_ContA_IPS_1","skull_thickness",7.78532,1.43477,7.43608,1.87551,7.78532,1.43477,7.43608,1.87551,42
"LH_ContA_IPS_1","sulcal_depth",0.45345,1.0063,0.45991,1.25909,0.88416,0.64998,0.74908,0.97266,42
"LH_ContA_IPS_2","cortical_surface_area",0.75023,0.02572,0.74688,0.03846,0.75023,0.02572,0.74688,0.03846,42
"LH_ContA_IPS_2","cortical_thickness",2.43292,0.16059,2.42586,0.22485,2.43292,0.16059,2.42586,0.22485,42
"LH_ContA_IPS_2","csf_thickness",15.11909,3.65798,15.29884,4.66886,15.11909,3.65798,15.29884,4.66886,42
"LH_ContA_IPS_2","pial_lgi",2.96151,0.17456,2.9417,0.21051,2.96151,0.17456,2.9417,0.21051,42
"LH_ContA_IPS_2","skin_thickness",8.34742,2.14595,7.91508,2.75053,8.34742,2.14595,7.91508,2.75053,42
"LH_ContA_IPS_2","skull_thickness",8.22541,1.52457,7.88513,1.94265,8.22541,1.52457,7.88513,1.94265,42
"LH_ContA_IPS_2","sulcal_depth",5.38672,2.43859,5.25121,3.39435,5.38672,2.43859,5.25121,3.39435,42
"LH_ContA_IPS_3","cortical_surface_area",0.72371,0.0299,0.72607,0.03805,0.72371,0.0299,0.72607,0.03805,42
"LH_ContA_IPS_3","cortical_thickness",2.60266,0.18986,2.62329,0.22743,2.60266,0.18986,2.62329,0.22743,42
"LH_ContA_IPS_3","csf_thickness",6.89037,2.03319,6.4967,3.05968,6.89037,2.03319,6.4967,3.05968,42
"LH_ContA_IPS_3","pial_lgi",3.24555,0.13317,3.24841,0.19306,3.24555,0.13317,3.24841,0.19306,42
"LH_ContA_IPS_3","skin_thickness",7.97727,1.65166,7.80267,2.72068,7.97727,1.65166,7.80267,2.72068,42
"LH_ContA_IPS_3","skull_thickness",7.23436,1.34904,7.11729,1.47307,7.23436,1.34904,7.11729,1.47307,42
"LH_ContA_IPS_3","sulcal_depth",-3.29131,1.83144,-3.61933,1.83534,3.44887,1.50543,3.61933,1.83534,42
"LH_ContA_IPS_4","cortical_surface_area",0.74085,0.0244,0.7421,0.03478,0.74085,0.0244,0.7421,0.03478,42
"LH_ContA_IPS_4","cortical_thickness",2.48211,0.15569,2.48155,0.20451,2.48211,0.15569,2.48155,0.20451,42
"LH_ContA_IPS_4","csf_thickness",12.21879,2.32592,12.05676,2.98735,12.21879,2.32592,12.05676,2.98735,42
"LH_ContA_IPS_4","pial_lgi",3.09428,0.1532,3.08412,0.19152,3.09428,0.1532,3.08412,0.19152,42
"LH_ContA_IPS_4","skin_thickness",8.65975,2.15938,8.06155,2.89677,8.65975,2.15938,8.06155,2.89677,42
"LH_ContA_IPS_4","skull_thickness",8.1063,1.51369,7.88614,1.67259,8.1063,1.51369,7.88614,1.67259,42
"LH_ContA_IPS_4","sulcal_depth",1.79132,1.58624,1.44926,1.89535,1.89814,1.45342,1.44926,1.89535,42
"LH_ContA_IPS_5","cortical_surface_area",0.75282,0.02636,0.75322,0.04321,0.75282,0.02636,0.75322,0.04321,42
"LH_ContA_IPS_5","cortical_thickness",2.50146,0.16562,2.50643,0.15999,2.50146,0.16562,2.50643,0.15999,42
"LH_ContA_IPS_5","csf_thickness",13.4842,3.07063,13.45802,3.19485,13.4842,3.07063,13.45802,3.19485,42
"LH_ContA_IPS_5","pial_lgi",3.20725,0.1372,3.20392,0.16766,3.20725,0.1372,3.20392,0.16766,42
"LH_ContA_IPS_5","skin_thickness",8.35828,1.73167,8.22441,2.65036,8.35828,1.73167,8.22441,2.65036,42
"LH_ContA_IPS_5","skull_thickness",7.72727,1.29586,7.63126,1.53674,7.72727,1.29586,7.63126,1.53674,42
"LH_ContA_IPS_5","sulcal_depth",2.66754,2.45099,2.82483,2.72534,3.11446,1.83311,3.15755,1.86215,42
"LH_ContA_IPS_6","cortical_surface_area",0.75587,0.01728,0.75756,0.02045,0.75587,0.01728,0.75756,0.02045,42
"LH_ContA_IPS_6","cortical_thickness",2.41773,0.15048,2.42892,0.1558,2.41773,0.15048,2.42892,0.1558,42
"LH_ContA_IPS_6","csf_thickness",20.59046,2.3293,20.98483,2.49815,20.59046,2.3293,20.98483,2.49815,42
"LH_ContA_IPS_6","pial_lgi",3.17077,0.13574,3.19056,0.16504,3.17077,0.13574,3.19056,0.16504,42
"LH_ContA_IPS_6","skin_thickness",8.8221,1.84893,8.57992,2.8227,8.8221,1.84893,8.57992,2.8227,42
"LH_ContA_IPS_6","skull_thickness",8.32877,1.30843,8.06319,2.29423,8.32877,1.30843,8.06319,2.29423,42
"LH_ContA_IPS_6","sulcal_depth",9.50343,1.45193,9.90618,1.19579,9.50343,1.45193,9.90618,1.19579,42
"LH_ContA_IPS_7","cortical_surface_area",0.75279,0.02979,0.75379,0.03451,0.75279,0.02979,0.75379,0.03451,42
"LH_ContA_IPS_7","cortical_thickness",2.4418,0.16932,2.45972,0.17756,2.4418,0.16932,2.45972,0.17756,42
"LH_ContA_IPS_7","csf_thickness",16.64489,3.83192,17.35276,6.01689,16.64489,3.83192,17.35276,6.01689,42
"LH_ContA_IPS_7","pial_lgi",3.2086,0.13718,3.21666,0.17566,3.2086,0.13718,3.21666,0.17566,42
"LH_ContA_IPS_7","skin_thickness",8.37771,1.64087,8.07184,2.52999,8.37771,1.64087,8.07184,2.52999,42
"LH_ContA_IPS_7","skull_thickness",8.05326,1.33329,8.00981,1.48725,8.05326,1.33329,8.00981,1.48725,42
"LH_ContA_IPS_7","sulcal_depth",5.59295,3.10573,6.43138,4.82315,5.61343,3.06764,6.43138,4.82315,42
"LH_ContA_IPS_8","cortical_surface_area",0.74157,0.02551,0.74063,0.04082,0.74157,0.02551,0.74063,0.04082,42
"LH_ContA_IPS_8","cortical_thickness",2.36809,0.17833,2.34597,0.25292,2.36809,0.17833,2.34597,0.25292,42
"LH_ContA_IPS_8","csf_thickness",14.63192,3.28215,15.21277,4.72556,14.63192,3.28215,15.21277,4.72556,42
"LH_ContA_IPS_8","pial_lgi",3.0375,0.16844,3.05083,0.22739,3.0375,0.16844,3.05083,0.22739,42
"LH_ContA_IPS_8","skin_thickness",9.04893,2.19418,8.34532,2.80907,9.04893,2.19418,8.34532,2.80907,42
"LH_ContA_IPS_8","skull_thickness",8.6376,1.63811,8.32135,2.19475,8.6376,1.63811,8.32135,2.19475,42
"LH_ContA_IPS_8","sulcal_depth",4.09576,2.33946,4.32581,3.47508,4.16437,2.21191,4.32581,3.47508,42
"LH_ContA_PFCd_1","cortical_surface_area",0.7078,0.02636,0.71348,0.04063,0.7078,0.02636,0.71348,0.04063,42
"LH_ContA_PFCd_1","cortical_thickness",2.79645,0.15195,2.75913,0.16292,2.79645,0.15195,2.75913,0.16292,42
"LH_ContA_PFCd_1","csf_thickness",10.28235,1.5257,10.27894,1.98763,10.28235,1.5257,10.27894,1.98763,42
"LH_ContA_PFCd_1","pial_lgi",2.80439,0.1419,2.80637,0.17664,2.80439,0.1419,2.80637,0.17664,42
"LH_ContA_PFCd_1","skin_thickness",7.38531,1.36493,7.11964,1.59871,7.38531,1.36493,7.11964,1.59871,42
"LH_ContA_PFCd_1","skull_thickness",7.45325,1.26801,7.53995,1.66339,7.45325,1.26801,7.53995,1.66339,42
"LH_ContA_PFCd_1","sulcal_depth",-0.06732,0.8172,-0.07512,1.09788,0.63845,0.50488,0.6032,0.51715,42
"LH_ContA_PFCd_2","cortical_surface_area",0.75199,0.02793,0.75493,0.02852,0.75199,0.02793,0.75493,0.02852,42
"LH_ContA_PFCd_2","cortical_thickness",2.62768,0.15042,2.62267,0.18887,2.62768,0.15042,2.62267,0.18887,42
"LH_ContA_PFCd_2","csf_thickness",13.974,2.42969,13.86778,2.93801,13.974,2.42969,13.86778,2.93801,42
"LH_ContA_PFCd_2","pial_lgi",2.56008,0.14078,2.54288,0.16968,2.56008,0.14078,2.54288,0.16968,42
"LH_ContA_PFCd_2","skin_thickness",7.47221,1.30677,7.17488,1.68348,7.47221,1.30677,7.17488,1.68348,42
"LH_ContA_PFCd_2","skull_thickness",7.57513,1.32928,7.50347,1.82656,7.57513,1.32928,7.50347,1.82656,42
"LH_ContA_PFCd_2","sulcal_depth",4.20227,1.85739,4.60281,2.47119,4.20987,1.83969,4.60281,2.47119,42
"LH_ContA_PFCl_1","cortical_surface_area",0.74741,0.02467,0.74939,0.02249,0.74741,0.02467,0.74939,0.02249,42
"LH_ContA_PFCl_1","cortical_thickness",2.50576,0.12193,2.50136,0.15524,2.50576,0.12193,2.50136,0.15524,42
"LH_ContA_PFCl_1","csf_thickness",11.41573,2.1548,11.47652,3.28099,11.41573,2.1548,11.47652,3.28099,42
"LH_ContA_PFCl_1","pial_lgi",3.4645,0.17058,3.45231,0.24887,3.4645,0.17058,3.45231,0.24887,42
"LH_ContA_PFCl_1","skin_thickness",7.20603,1.62448,7.16897,2.02719,7.20603,1.62448,7.16897,2.02719,42
"LH_ContA_PFCl_1","skull_thickness",5.89602,1.01993,5.74945,1.27508,5.89602,1.01993,5.74945,1.27508,42
"LH_ContA_PFCl_1","sulcal_depth",1.865,1.68018,2.35109,2.09457,2.15002,1.28482,2.35109,1.81274,42
"LH_ContA_PFCl_2","cortical_surface_area",0.72285,0.02256,0.72571,0.02442,0.72285,0.02256,0.72571,0.02442,42
"LH_ContA_PFCl_2","cortical_thickness",2.55232,0.16648,2.55156,0.26712,2.55232,0.16648,2.55156,0.26712,42
"LH_ContA_PFCl_2","csf_thickness",6.42898,1.57282,6.27343,1.98279,6.42898,1.57282,6.27343,1.98279,42
"LH_ContA_PFCl_2","pial_lgi",3.02296,0.16254,3.01487,0.23627,3.02296,0.16254,3.01487,0.23627,42
"LH_ContA_PFCl_2","skin_thickness",5.94266,1.07258,5.89328,1.75556,5.94266,1.07258,5.89328,1.75556,42
"LH_ContA_PFCl_2","skull_thickness",7.29656,1.20126,7.46101,1.95154,7.29656,1.20126,7.46101,1.95154,42
"LH_ContA_PFCl_2","sulcal_depth",-1.10699,1.48926,-1.41351,1.41415,1.64265,0.84207,1.53605,1.06861,42
"LH_ContA_PFCl_3","cortical_surface_area",0.70845,0.02491,0.70996,0.03033,0.70845,0.02491,0.70996,0.03033,42
"LH_ContA_PFCl_3","cortical_thickness",2.83502,0.19169,2.86469,0.29429,2.83502,0.19169,2.86469,0.29429,42
"LH_ContA_PFCl_3","csf_thickness",8.47703,0.95827,8.61566,1.0843,8.47703,0.95827,8.61566,1.0843,42
"LH_ContA_PFCl_3","pial_lgi",3.87856,0.18906,3.89407,0.23406,3.87856,0.18906,3.89407,0.23406,42
"LH_ContA_PFCl_3","skin_thickness",9.01641,1.91047,8.69623,2.24524,9.01641,1.91047,8.69623,2.24524,42
"LH_ContA_PFCl_3","skull_thickness",4.77917,1.04594,4.79573,1.45467,4.77917,1.04594,4.79573,1.45467,42
"LH_ContA_PFCl_3","sulcal_depth",-0.11478,0.60343,-0.09995,0.81014,0.4837,0.37141,0.39753,0.56916,42
"LH_ContA_PFCl_4","cortical_surface_area",0.76347,0.01923,0.75774,0.02389,0.76347,0.01923,0.75774,0.02389,42
"LH_ContA_PFCl_4","cortical_thickness",2.61423,0.12879,2.62194,0.17472,2.61423,0.12879,2.62194,0.17472,42
"LH_ContA_PFCl_4","csf_thickness",17.62335,1.82672,18.11539,2.50671,17.62335,1.82672,18.11539,2.50671,42
"LH_ContA_PFCl_4","pial_lgi",3.58077,0.16327,3.58767,0.22303,3.58077,0.16327,3.58767,0.22303,42
"LH_ContA_PFCl_4","skin_thickness",7.88257,1.90882,7.7182,2.53867,7.88257,1.90882,7.7182,2.53867,42
"LH_ContA_PFCl_4","skull_thickness",5.66387,1.03698,5.64468,1.24831,5.66387,1.03698,5.64468,1.24831,42
"LH_ContA_PFCl_4","sulcal_depth",8.14536,0.99189,8.41965,1.4915,8.14536,0.99189,8.41965,1.4915,42
"LH_ContA_PFCl_5","cortical_surface_area",0.7182,0.02484,0.71907,0.04333,0.7182,0.02484,0.71907,0.04333,42
"LH_ContA_PFCl_5","cortical_thickness",2.73974,0.14312,2.73146,0.1839,2.73974,0.14312,2.73146,0.1839,42
"LH_ContA_PFCl_5","csf_thickness",10.21879,1.2238,9.9952,2.01457,10.21879,1.2238,9.9952,2.01457,42
