"parcel","variable","mean","std","median","iqr","mean_abs","std_abs","median_abs","iqr_abs","n_subjects"
"LH_ContA_Cingm_1","cortical_surface_area",0.66675,0.06678,0.67819,0.04494,0.66675,0.06678,0.67819,0.04494,29
"LH_ContA_Cingm_1","cortical_thickness",1.77985,0.25754,1.75202,0.2089,1.77985,0.25754,1.75202,0.2089,29
"LH_ContA_Cingm_1","csf_thickness",40.28904,1.75414,40.44962,2.38992,40.28904,1.75414,40.44962,2.38992,29
"LH_ContA_Cingm_1","pial_lgi",1.71502,0.20184,1.7774,0.10226,1.71502,0.20184,1.7774,0.10226,29
"LH_ContA_Cingm_1","skin_thickness",6.28758,1.38706,6.49341,1.49468,6.28758,1.38706,6.49341,1.49468,29
"LH_ContA_Cingm_1","skull_thickness",10.24447,3.14156,9.43711,2.04858,10.24447,3.14156,9.43711,2.04858,29
"LH_ContA_Cingm_1","sulcal_depth",-0.16846,0.71327,-0.3366,1.0887,0.63497,0.34721,0.58328,0.50134,29
"LH_ContA_IPS_1","cortical_surface_area",0.74687,0.02168,0.74373,0.02032,0.74687,0.02168,0.74373,0.02032,29
"LH_ContA_IPS_1","cortical_thickness",2.51184,0.16289,2.48312,0.22063,2.51184,0.16289,2.48312,0.22063,29
"LH_ContA_IPS_1","csf_thickness",10.76142,1.7993,10.93736,2.69946,10.76142,1.7993,10.93736,2.69946,29
"LH_ContA_IPS_1","pial_lgi",2.93752,0.20151,2.93918,0.2391,2.93752,0.20151,2.93918,0.2391,29
"LH_ContA_IPS_1","skin_thickness",8.09453,0.99209,8.02303,1.63361,8.09453,0.99209,8.02303,1.63361,29
"LH_ContA_IPS_1","skull_thickness",7.0027,1.42526,6.96173,1.65027,7.0027,1.42526,6.96173,1.65027,29
"LH_ContA_IPS_1","sulcal_depth",0.65453,1.07281,0.722,0.9614,0.99347,0.75656,0.77707,0.80884,29
"LH_ContA_IPS_2","cortical_surface_area",0.7586,0.02479,0.7554,0.02644,0.7586,0.02479,0.7554,0.02644,29
"LH_ContA_IPS_2","cortical_thickness",2.41848,0.17813,2.41548,0.19343,2.41848,0.17813,2.41548,0.19343,29
"LH_ContA_IPS_2","csf_thickness",15.48042,3.11364,15.43902,4.19904,15.48042,3.11364,15.43902,4.19904,29
"LH_ContA_IPS_2","pial_lgi",2.90977,0.21228,2.89426,0.23255,2.90977,0.21228,2.89426,0.23255,29
"LH_ContA_IPS_2","skin_thickness",8.66186,1.15628,8.55585,2.18421,8.66186,1.15628,8.55585,2.18421,29
"LH_ContA_IPS_2","skull_thickness",7.56003,1.57178,7.58678,1.81504,7.56003,1.57178,7.58678,1.81504,29
"LH_ContA_IPS_2","sulcal_depth",5.00149,2.64148,4.55193,3.67815,5.00149,2.64148,4.55193,3.67815,29
"LH_ContA_IPS_3","cortical_surface_area",0.73065,0.03264,0.73112,0.04075,0.73065,0.03264,0.73112,0.04075,29
"LH_ContA_IPS_3","cortical_thickness",2.52675,0.14299,2.52833,0.15431,2.52675,0.14299,2.52833,0.15431,29
"LH_ContA_IPS_3","csf_thickness",7.71898,2.12022,7.80631,3.07764,7.71898,2.12022,7.80631,3.07764,29
"LH_ContA_IPS_3","pial_lgi",3.18311,0.19158,3.18443,0.22755,3.18311,0.19158,3.18443,0.22755,29
"LH_ContA_IPS_3","skin_thickness",8.57059,1.3763,8.37035,2.07432,8.57059,1.3763,8.37035,2.07432,29
"LH_ContA_IPS_3","skull_thickness",6.55197,1.41185,6.29606,1.64313,6.55197,1.41185,6.29606,1.64313,29
"LH_ContA_IPS_3","sulcal_depth",-2.88683,1.96645,-3.09184,2.43688,3.07466,1.64536,3.09184,2.38641,29
"LH_ContA_IPS_4","cortical_surface_area",0.73769,0.0132,0.73829,0.01973,0.73769,0.0132,0.73829,0.01973,29
"LH_ContA_IPS_4","cortical_thickness",2.4207,0.18475,2.37855,0.23339,2.4207,0.18475,2.37855,0.23339,29
"LH_ContA_IPS_4","csf_thickness",11.50208,2.61939,11.14231,2.42835,11.50208,2.61939,11.14231,2.42835,29
"LH_ContA_IPS_4","pial_lgi",3.03148,0.20368,3.04732,0.16702,3.03148,0.20368,3.04732,0.16702,29
"LH_ContA_IPS_4","skin_thickness",9.16726,1.34803,9.20393,1.48209,9.16726,1.34803,9.20393,1.48209,29
"LH_ContA_IPS_4","skull_thickness",7.39184,1.49129,7.06252,1.59608,7.39184,1.49129,7.06252,1.59608,29
"LH_ContA_IPS_4","sulcal_depth",0.95505,1.47403,0.56737,1.44382,1.2434,1.23134,0.63583,1.26679,29
"LH_ContA_IPS_5","cortical_surface_area",0.74389,0.02497,0.74168,0.03093,0.74389,0.02497,0.74168,0.03093,29
"LH_ContA_IPS_5","cortical_thickness",2.44513,0.14541,2.42952,0.14921,2.44513,0.14541,2.42952,0.14921,29
"LH_ContA_IPS_5","csf_thickness",14.24894,2.59265,14.22096,3.25845,14.24894,2.59265,14.22096,3.25845,29
"LH_ContA_IPS_5","pial_lgi",3.1683,0.20767,3.14921,0.25347,3.1683,0.20767,3.14921,0.25347,29
"LH_ContA_IPS_5","skin_thickness",8.92277,1.38108,9.11527,1.77763,8.92277,1.38108,9.11527,1.77763,29
"LH_ContA_IPS_5","skull_thickness",7.20197,1.53275,7.0398,2.40913,7.20197,1.53275,7.0398,2.40913,29
"LH_ContA_IPS_5","sulcal_depth",2.88954,2.4259,2.9813,2.75635,3.22426,1.94049,2.9813,2.47232,29
"LH_ContA_IPS_6","cortical_surface_area",0.76217,0.01788,0.76082,0.0202,0.76217,0.01788,0.76082,0.0202,29
"LH_ContA_IPS_6","cortical_thickness",2.35087,0.14446,2.35403,0.15448,2.35087,0.14446,2.35403,0.15448,29
"LH_ContA_IPS_6","csf_thickness",20.38289,2.80091,21.11097,2.85701,20.38289,2.80091,21.11097,2.85701,29
"LH_ContA_IPS_6","pial_lgi",3.12982,0.21043,3.11637,0.2564,3.12982,0.21043,3.11637,0.2564,29
"LH_ContA_IPS_6","skin_thickness",9.35416,1.41894,9.39612,1.83085,9.35416,1.41894,9.39612,1.83085,29
"LH_ContA_IPS_6","skull_thickness",7.74953,1.45202,7.51835,1.68988,7.74953,1.45202,7.51835,1.68988,29
"LH_ContA_IPS_6","sulcal_depth",9.09083,1.7661,9.60229,1.33723,9.09083,1.7661,9.60229,1.33723,29
"LH_ContA_IPS_7","cortical_surface_area",0.7491,0.02951,0.7456,0.0411,0.7491,0.02951,0.7456,0.0411,29
"LH_ContA_IPS_7","cortical_thickness",2.37291,0.14087,2.39472,0.19811,2.37291,0.14087,2.39472,0.19811,29
"LH_ContA_IPS_7","csf_thickness",17.80605,3.33029,18.55841,5.41073,17.80605,3.33029,18.55841,5.41073,29
"LH_ContA_IPS_7","pial_lgi",3.16891,0.20506,3.12264,0.23419,3.16891,0.20506,3.12264,0.23419,29
"LH_ContA_IPS_7","skin_thickness",8.8662,1.38452,8.74814,1.98553,8.8662,1.38452,8.74814,1.98553,29
"LH_ContA_IPS_7","skull_thickness",7.46284,1.52258,7.41041,1.88777,7.46284,1.52258,7.41041,1.88777,29
"LH_ContA_IPS_7","sulcal_depth",5.92646,2.71176,6.083,4.25695,6.00134,2.53548,6.083,4.25695,29
