"parcel","variable","mean","std","median","iqr","mean_abs","std_abs","median_abs","iqr_abs","n_subjects"
"LH_ContA_Cingm_1","cortical_surface_area",0.61821,0.10933,0.64601,0.05496,0.61821,0.10933,0.64601,0.05496,31
"LH_ContA_Cingm_1","cortical_thickness",1.6231,0.44402,1.63956,0.39662,1.6231,0.44402,1.63956,0.39662,31
"LH_ContA_Cingm_1","csf_thickness",39.31897,2.45,38.82833,3.03787,39.31897,2.45,38.82833,3.03787,31
"LH_ContA_Cingm_1","pial_lgi",1.64363,0.27822,1.71292,0.25709,1.64363,0.27822,1.71292,0.25709,31
"LH_ContA_Cingm_1","skin_thickness",6.005,1.74684,6.24283,1.54237,6.005,1.74684,6.24283,1.54237,31
"LH_ContA_Cingm_1","skull_thickness",9.01825,2.26646,8.59286,1.49027,9.01825,2.26646,8.59286,1.49027,31
"LH_ContA_Cingm_1","sulcal_depth",0.05979,0.57351,0.07476,0.84754,0.4555,0.34382,0.40014,0.48641,31
"LH_ContA_IPS_1","cortical_surface_area",0.74938,0.03228,0.75207,0.03616,0.74938,0.03228,0.75207,0.03616,31
"LH_ContA_IPS_1","cortical_thickness",2.37292,0.15469,2.34598,0.14798,2.37292,0.15469,2.34598,0.14798,31
"LH_ContA_IPS_1","csf_thickness",10.89238,2.03326,11.0188,2.22299,10.89238,2.03326,11.0188,2.22299,31
"LH_ContA_IPS_1","pial_lgi",2.85842,0.14544,2.83143,0.19433,2.85842,0.14544,2.83143,0.19433,31
"LH_ContA_IPS_1","skin_thickness",6.45414,1.3361,6.06223,1.29016,6.45414,1.3361,6.06223,1.29016,31
"LH_ContA_IPS_1","skull_thickness",7.34915,1.56513,7.1473,2.04264,7.34915,1.56513,7.1473,2.04264,31
"LH_ContA_IPS_1","sulcal_depth",0.75342,1.08523,0.83651,1.36189,1.07134,0.76043,0.9111,0.84522,31
"LH_ContA_IPS_2","cortical_surface_area",0.74468,0.02471,0.74689,0.03275,0.74468,0.02471,0.74689,0.03275,31
"LH_ContA_IPS_2","cortical_thickness",2.31905,0.1718,2.35609,0.21017,2.31905,0.1718,2.35609,0.21017,31
"LH_ContA_IPS_2","csf_thickness",15.87606,3.15854,15.92948,5.01714,15.87606,3.15854,15.92948,5.01714,31
"LH_ContA_IPS_2","pial_lgi",2.83762,0.15761,2.82391,0.19633,2.83762,0.15761,2.82391,0.19633,31
"LH_ContA_IPS_2","skin_thickness",6.80636,1.44682,6.335,1.39246,6.80636,1.44682,6.335,1.39246,31
"LH_ContA_IPS_2","skull_thickness",7.79399,1.56372,7.27801,2.27298,7.79399,1.56372,7.27801,2.27298,31
"LH_ContA_IPS_2","sulcal_depth",5.39138,1.98044,5.67763,2.92569,5.39138,1.98044,5.67763,2.92569,31
"LH_ContA_IPS_3","cortical_surface_area",0.72343,0.0287,0.71525,0.03814,0.72343,0.0287,0.71525,0.03814,31
"LH_ContA_IPS_3","cortical_thickness",2.41177,0.1381,2.42775,0.19291,2.41177,0.1381,2.42775,0.19291,31
"LH_ContA_IPS_3","csf_thickness",8.22804,1.74524,8.22894,2.41964,8.22804,1.74524,8.22894,2.41964,31
"LH_ContA_IPS_3","pial_lgi",3.06477,0.16349,3.07149,0.19672,3.06477,0.16349,3.07149,0.19672,31
"LH_ContA_IPS_3","skin_thickness",7.22521,1.45097,6.91737,1.44471,7.22521,1.45097,6.91737,1.44471,31
"LH_ContA_IPS_3","skull_thickness",6.9213,1.47517,6.71269,2.14261,6.9213,1.47517,6.71269,2.14261,31
"LH_ContA_IPS_3","sulcal_depth",-2.69053,2.11366,-3.35187,2.87778,3.03738,1.55389,3.35187,2.28193,31
"LH_ContA_IPS_4","cortical_surface_area",0.73407,0.0193,0.73489,0.03121,0.73407,0.0193,0.73489,0.03121,31
